Rank,name,pokedex_number,abilities,typing,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape,number_pokemon_with_typing,defense_vs_normal,defense_vs_fire,defense_vs_water,defense_vs_electric,defense_vs_grass,defense_vs_ice,defense_vs_fighting,defense_vs_poison,defense_vs_ground,defense_vs_flying,defense_vs_psychic,defense_vs_bug,defense_vs_rock,defense_vs_ghost,defense_vs_dragon,defense_vs_dark,defense_vs_steel,defense_vs_fairy
NFE,Sealeo,364,Thick Fat~Ice Body~Oblivious,Ice~Water,90,60,70,75,70,45,11,876,Ball Roll Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,144,120,Water 1~Field,20,70,TRUE,Spheal,Blue,Fish,7,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
(PU),Walrein,365,Thick Fat~Ice Body~Oblivious,Ice~Water,110,80,90,95,90,65,14,1506,Ice Break Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,239,45,Water 1~Field,20,70,FALSE,Sealeo,Blue,Quadruped,7,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
(PU),Relicanth,369,Swift Swim~Rock Head~Sturdy,Water~Rock,100,90,130,45,65,55,10,234,Longevity Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,25,Water 1~Water 2,40,70,FALSE,,Gray,Fish,11,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
LC,Bagon,371,Rock Head~Sheer Force,Dragon,45,75,60,40,30,50,6,421,Rock Head Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,45,Dragon,40,35,TRUE,,Blue,Humanoid,13,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
NFE,Shelgon,372,Rock Head~Overcoat,Dragon,65,95,100,60,50,50,11,1105,Endurance Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,45,Dragon,40,35,TRUE,Bagon,White,Quadruped,13,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
UU,Salamence,373,Intimidate~Moxie,Dragon~Flying,95,135,80,110,80,100,15,1026,Dragon Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,270,45,Dragon,40,35,FALSE,Shelgon,Blue,Quadruped,8,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
LC,Beldum,374,Clear Body~Light Metal,Steel~Psychic,40,55,80,35,60,30,6,952,Iron Ball Pokémon,3,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,60,3,Mineral,40,35,TRUE,,Blue,Blob,9,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
NFE,Metang,375,Clear Body~Light Metal,Steel~Psychic,60,75,100,55,80,50,12,2025,Iron Claw Pokémon,3,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,147,3,Mineral,40,35,TRUE,Beldum,Blue,Arms,9,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
RU,Metagross,376,Clear Body~Light Metal,Steel~Psychic,80,135,130,95,90,70,16,5500,Iron Leg Pokémon,3,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,270,3,Mineral,40,35,FALSE,Metang,Blue,Heads,9,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
PU,Regirock,377,Clear Body~Sturdy,Rock,80,100,200,50,100,50,17,2300,Rock Peak Pokémon,3,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,80,35,FALSE,,Brown,Humanoid,16,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
(PU),Regice,378,Clear Body~Ice Body,Ice,80,50,100,100,200,50,18,1750,Iceberg Pokémon,3,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,80,35,FALSE,,Blue,Humanoid,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
RU,Registeel,379,Clear Body~Light Metal,Steel,80,75,150,75,150,50,19,2050,Iron Pokémon,3,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,80,35,FALSE,,Gray,Humanoid,11,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
UUBL,Latias,380,Levitate,Dragon~Psychic,80,80,90,110,130,110,14,400,Eon Pokémon,3,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,270,3,Undiscovered,120,90,FALSE,,Red,Wings,5,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2
UUBL,Latios,381,Levitate,Dragon~Psychic,80,90,80,130,110,110,20,600,Eon Pokémon,3,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,270,3,Undiscovered,120,90,FALSE,,Blue,Wings,5,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2
Uber,Kyogre,382,Drizzle,Water,100,100,90,150,140,90,45,3520,Sea Basin Pokémon,3,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,302,3,Undiscovered,120,0,FALSE,,Blue,Fish,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Uber,Groudon,383,Drought,Ground,100,150,140,100,90,90,35,9500,Continent Pokémon,3,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,302,3,Undiscovered,120,0,FALSE,,Red,Upright,17,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Uber,Rayquaza,384,Air Lock,Dragon~Flying,105,150,90,150,90,95,70,2065,Sky High Pokémon,3,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,306,45,Undiscovered,120,0,FALSE,,Green,Squiggle,8,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
UU,Jirachi,385,Serene Grace,Steel~Psychic,100,100,100,100,100,100,3,11,Wish Pokémon,3,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,270,3,Undiscovered,120,100,FALSE,,Yellow,Humanoid,9,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
LC,Shinx,403,Rivalry~Intimidate~Guts,Electric,45,65,34,40,34,45,5,95,Flash Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,53,235,Field,20,70,TRUE,,Blue,Quadruped,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
NFE,Luxio,404,Rivalry~Intimidate~Guts,Electric,60,85,49,60,49,60,9,305,Spark Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,127,120,Field,20,100,TRUE,Shinx,Blue,Quadruped,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
(PU),Luxray,405,Rivalry~Intimidate~Guts,Electric,80,120,79,95,79,70,14,420,Gleam Eyes Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,235,45,Field,20,70,FALSE,Luxio,Blue,Quadruped,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
LC,Budew,406,Natural Cure~Poison Point~Leaf Guard,Grass~Poison,40,30,35,50,70,55,2,12,Bud Pokémon,4,0.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,56,255,Undiscovered,20,70,TRUE,,Green,Humanoid,15,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
RU,Roserade,407,Natural Cure~Poison Point~Technician,Grass~Poison,60,70,65,125,105,90,9,145,Bouquet Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,232,75,Fairy~Grass,20,70,FALSE,Roselia,Green,Humanoid,15,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
LC,Combee,415,Honey Gather~Hustle,Bug~Flying,30,30,42,30,42,70,3,55,Tiny Bee Pokémon,4,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,49,120,Bug,15,70,TRUE,,Yellow,Heads,14,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
(PU),Vespiquen,416,Pressure~Unnerve,Bug~Flying,70,80,102,80,102,40,12,385,Beehive Pokémon,4,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,166,45,Bug,15,70,FALSE,Combee,Yellow,Bug-Wings,14,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
NFE,Cherubi,420,Chlorophyll,Grass,45,35,45,62,53,35,4,33,Cherry Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,55,190,Fairy~Grass,20,70,TRUE,,Pink,Heads,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
(PU),Cherrim,421,Flower Gift,Grass,70,60,70,87,78,85,5,93,Blossom Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,158,75,Fairy~Grass,20,70,FALSE,Cherubi,Purple,Legs,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
LC,Shellos,422,Sticky Hold~Storm Drain~Sand Force,Water,76,48,48,57,62,34,3,63,Sea Slug Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,190,Water 1~Amorphous,20,70,TRUE,,Purple,Squiggle,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
RU,Gastrodon,423,Sticky Hold~Storm Drain~Sand Force,Water~Ground,111,83,68,92,82,39,9,299,Sea Slug Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,166,75,Water 1~Amorphous,20,70,FALSE,Shellos,Purple,Squiggle,10,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
NFE,Drifloon,425,Aftermath~Unburden~Flare Boost,Ghost~Flying,90,50,34,60,44,70,4,12,Balloon Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,70,125,Amorphous,30,70,TRUE,,Purple,Arms,3,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
(PU),Drifblim,426,Aftermath~Unburden~Flare Boost,Ghost~Flying,150,80,44,90,54,80,12,150,Blimp Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,174,60,Amorphous,30,70,FALSE,Drifloon,Purple,Arms,3,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
LC,Buneary,427,Run Away~Klutz~Limber,Normal,55,66,44,44,56,85,4,55,Rabbit Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,70,190,Field~Human-Like,20,0,TRUE,,Brown,Upright,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
(PU),Lopunny,428,Cute Charm~Klutz~Limber,Normal,65,76,84,54,96,105,12,333,Rabbit Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,168,60,Field~Human-Like,20,140,FALSE,Buneary,Brown,Upright,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
LC,Stunky,434,Stench~Aftermath~Keen Eye,Poison~Dark,63,63,47,41,41,74,4,192,Skunk Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,225,Field,20,70,TRUE,,Purple,Quadruped,5,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
(PU),Skuntank,435,Stench~Aftermath~Keen Eye,Poison~Dark,103,93,67,71,61,84,10,380,Skunk Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,60,Field,20,70,FALSE,Stunky,Purple,Quadruped,5,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
LC,Bronzor,436,Levitate~Heatproof~Heavy Metal,Steel~Psychic,57,24,86,24,86,23,5,605,Bronze Pokémon,4,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,60,255,Mineral,20,70,TRUE,,Green,Ball,9,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
NU,Bronzong,437,Levitate~Heatproof~Heavy Metal,Steel~Psychic,67,89,116,79,116,33,13,1870,Bronze Bell Pokémon,4,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,175,90,Mineral,20,70,FALSE,Bronzor,Green,Arms,9,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
LC,Bonsly,438,Sturdy~Rock Head~Rattled,Rock,50,80,95,10,45,10,5,150,Bonsai Pokémon,4,0.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,58,255,Undiscovered,20,70,TRUE,,Brown,Legs,16,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
LC,Happiny,440,Natural Cure~Serene Grace~Friend Guard,Normal,100,5,5,15,65,30,6,244,Playhouse Pokémon,4,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,110,130,Undiscovered,40,140,TRUE,,Pink,Humanoid,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
(PU),Spiritomb,442,Pressure~Infiltrator,Ghost~Dark,50,92,108,92,108,35,10,1080,Forbidden Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,100,Amorphous,30,70,FALSE,,Purple,Blob,3,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
LC,Gible,443,Sand Veil~Rough Skin,Dragon~Ground,58,70,45,40,45,42,7,205,Land Shark Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,45,Monster~Dragon,40,70,TRUE,,Blue,Upright,9,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
NFE,Gabite,444,Sand Veil~Rough Skin,Dragon~Ground,68,90,65,50,55,82,14,560,Cave Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,144,45,Monster~Dragon,40,70,TRUE,Gible,Blue,Upright,9,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
OU,Garchomp,445,Sand Veil~Rough Skin,Dragon~Ground,108,130,95,80,85,102,19,950,Mach Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,270,45,Monster~Dragon,40,70,FALSE,Gabite,Blue,Upright,9,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
LC,Munchlax,446,Pickup~Thick Fat~Gluttony,Normal,135,85,40,40,85,5,6,1050,Big Eater Pokémon,4,0.125,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,78,50,Undiscovered,40,70,TRUE,,Black,Humanoid,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
LC,Riolu,447,Steadfast~Inner Focus~Prankster,Fighting,40,70,40,35,40,60,7,202,Emanation Pokémon,4,0.125,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,57,75,Undiscovered,25,70,TRUE,,Blue,Upright,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
RU,Lucario,448,Steadfast~Inner Focus~Justified,Fighting~Steel,70,110,70,115,70,90,12,540,Aura Pokémon,4,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,184,45,Field~Human-Like,25,70,FALSE,Riolu,Blue,Upright,4,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
LC,Hippopotas,449,Sand Stream~Sand Force,Ground,68,72,78,38,42,32,8,495,Hippo Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,140,Field,30,70,TRUE,,Brown,Quadruped,17,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
OU,Hippowdon,450,Sand Stream~Sand Force,Ground,108,112,118,68,72,47,20,3000,Heavyweight Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,184,60,Field,30,70,FALSE,Hippopotas,Brown,Quadruped,17,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
LC,Skorupi,451,Battle Armor~Sniper~Keen Eye,Poison~Bug,40,50,90,30,55,65,8,120,Scorpion Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,120,Bug~Water 3,20,70,TRUE,,Purple,Armor,13,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
NU,Drapion,452,Battle Armor~Sniper~Keen Eye,Poison~Dark,70,90,110,60,75,95,13,615,Ogre Scorpion Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,45,Bug~Water 3,20,70,FALSE,Skorupi,Purple,Armor,5,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
LC,Croagunk,453,Anticipation~Dry Skin~Poison Touch,Poison~Fighting,48,61,40,61,40,50,7,230,Toxic Mouth Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,140,Human-Like,10,100,TRUE,,Blue,Humanoid,2,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
NU,Toxicroak,454,Anticipation~Dry Skin~Poison Touch,Poison~Fighting,83,106,65,86,65,85,13,444,Toxic Mouth Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,75,Human-Like,20,70,FALSE,Croagunk,Blue,Humanoid,2,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
LC,Mantyke,458,Swift Swim~Water Absorb~Water Veil,Water~Flying,45,20,50,60,120,50,10,650,Kite Pokémon,4,0.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,69,25,Undiscovered,25,70,TRUE,,Blue,Wings,8,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
LC,Snover,459,Snow Warning~Soundproof,Grass~Ice,60,62,50,62,60,40,10,505,Frost Tree Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,67,120,Monster~Grass,20,70,TRUE,,White,Upright,3,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
(PU),Abomasnow,460,Snow Warning~Soundproof,Grass~Ice,90,92,75,92,85,60,22,1355,Frost Tree Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,173,60,Monster~Grass,20,70,FALSE,Snover,White,Upright,3,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
OU,Weavile,461,Pressure~Pickpocket,Dark~Ice,70,120,65,45,85,125,11,340,Sharp Claw Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,179,45,Field,20,35,FALSE,Sneasel,Black,Upright,2,1,2,1,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,2
OU,Magnezone,462,Magnet Pull~Sturdy~Analytic,Electric~Steel,70,70,115,130,90,60,12,1800,Magnet Area Pokémon,4,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,241,30,Mineral,20,70,FALSE,Magneton,Gray,Arms,4,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
(PU),Lickilicky,463,Own Tempo~Oblivious~Cloud Nine,Normal,110,85,95,80,95,50,17,1400,Licking Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,180,30,Monster,20,70,FALSE,Lickitung,Pink,Humanoid,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
UU,Rhyperior,464,Lightning Rod~Solid Rock~Reckless,Ground~Rock,115,140,130,55,55,40,24,2828,Drill Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,241,30,Monster~Field,20,70,FALSE,Rhydon,Gray,Upright,9,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
UU,Tangrowth,465,Chlorophyll~Leaf Guard~Regenerator,Grass,100,100,125,110,50,50,20,1286,Vine Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,187,30,Grass,20,70,FALSE,Tangela,Blue,Humanoid,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
(PU),Electivire,466,Motor Drive~Vital Spirit,Electric,75,123,67,95,85,95,18,1386,Thunderbolt Pokémon,4,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,243,30,Human-Like,25,70,FALSE,Electabuzz,Yellow,Upright,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
(PU),Magmortar,467,Flame Body~Vital Spirit,Fire,75,95,67,125,95,83,16,680,Blast Pokémon,4,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,243,30,Human-Like,25,70,FALSE,Magmar,Red,Upright,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
RU,Togekiss,468,Hustle~Serene Grace~Super Luck,Fairy~Flying,85,50,95,120,115,80,15,380,Jubilee Pokémon,4,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,245,30,Flying~Fairy,10,70,FALSE,Togetic,White,Wings,2,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1
(PU),Leafeon,470,Leaf Guard~Chlorophyll,Grass,65,110,130,60,65,95,10,255,Verdant Pokémon,4,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,184,45,Field,35,35,FALSE,Eevee,Green,Quadruped,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
(PU),Glaceon,471,Snow Cloak~Ice Body,Ice,65,60,110,130,95,65,8,259,Fresh Snow Pokémon,4,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,184,45,Field,35,35,FALSE,Eevee,Blue,Quadruped,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
UU,Mamoswine,473,Oblivious~Snow Cloak~Thick Fat,Ice~Ground,110,130,80,70,60,80,25,2910,Twin Tusk Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,239,50,Field,20,70,FALSE,Piloswine,Brown,Quadruped,3,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
(PU),Gallade,475,Steadfast~Justified,Psychic~Fighting,68,125,65,65,115,80,16,520,Blade Pokémon,4,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,233,45,Human-Like~Amorphous,20,35,FALSE,Kirlia,White,Humanoid,6,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
(PU),Dusknoir,477,Pressure~Frisk,Ghost,45,100,135,65,135,45,22,1066,Gripper Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,236,45,Amorphous,25,35,FALSE,Dusclops,Black,Arms,15,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
PU,Froslass,478,Snow Cloak~Cursed Body,Ice~Ghost,70,80,70,80,70,110,13,266,Snow Land Pokémon,4,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,75,Fairy~Mineral,20,70,FALSE,Snorunt,White,Arms,1,0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1
(PU),Rotom,479,Levitate,Electric~Ghost,50,50,77,95,77,91,3,3,Plasma Pokémon,4,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,154,45,Amorphous,20,70,FALSE,,Red,Ball,1,0,1,1,0.5,1,1,0,0.5,2,0.5,1,0.5,1,2,1,2,0.5,1
(PU),Uxie,480,Levitate,Psychic,75,75,130,75,130,95,3,3,Knowledge Pokémon,4,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,80,140,FALSE,,Yellow,Upright,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
PU,Mesprit,481,Levitate,Psychic,80,105,105,105,105,80,3,3,Emotion Pokémon,4,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,80,140,FALSE,,Pink,Upright,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
UU,Azelf,482,Levitate,Psychic,75,125,70,125,70,115,3,3,Willpower Pokémon,4,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,80,140,FALSE,,Blue,Upright,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Uber,Dialga,483,Pressure~Telepathy,Steel~Dragon,100,120,120,150,100,90,54,6830,Temporal Pokémon,4,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,306,3,Undiscovered,120,0,FALSE,,White,Quadruped,2,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
Uber,Palkia,484,Pressure~Telepathy,Water~Dragon,90,120,100,150,120,100,42,3360,Spatial Pokémon,4,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,306,3,Undiscovered,120,0,FALSE,,Purple,Upright,3,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
OU,Heatran,485,Flash Fire~Flame Body,Fire~Steel,91,90,106,130,106,77,17,4300,Lava Dome Pokémon,4,0.5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,270,3,Undiscovered,10,100,FALSE,,Brown,Quadruped,1,0.5,1,2,1,0.25,0.25,2,0,4,0.5,0.5,0.25,1,1,0.5,1,0.25,0.25
(PU),Regigigas,486,Slow Start,Normal,110,160,110,80,110,100,37,4200,Colossal Pokémon,4,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,302,3,Undiscovered,120,0,FALSE,,White,Humanoid,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
NUBL,Cresselia,488,Levitate,Psychic,120,70,120,75,130,85,15,856,Lunar Pokémon,4,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,270,3,Undiscovered,120,100,FALSE,,Yellow,Squiggle,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
OU,Victini,494,Victory Star,Psychic~Fire,100,100,100,100,100,100,4,40,Victory Pokémon,5,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,270,3,Undiscovered,120,100,FALSE,,Yellow,Humanoid,3,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
